status_id,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special
5550296508_10158374187201509,"In the wake of the water crisis, Cape Town residents are participating in a new phenomenon: watching feel-good videos of water, writes Raymond Joseph for CNN Opinion",Watching 'water porn' is a great way to survive a drought,link,https://cnn.it/2IFfp7X,2018-05-24 05:00:22,325,25,56,247,3,10,36,29,0,0
5550296508_10158374144701509,"The student says she knew no one would believe her word against the lecturer's, so she recorded one of their conversations using a cell phone app","Lecturer demanded sex in return for better grades, Nigerian student says",link,https://cnn.it/2IFLsok,2018-05-24 04:30:06,5446,306,610,2733,37,755,58,285,1578,0
5550296508_10158374088301509,"Photographer Alexi Lubomirski says he believes the bride will have a ""huge"" impact on attitudes toward diversity",Royal wedding photographer calls Meghan a 'breath of fresh air',link,https://cnn.it/2KStzj5,2018-05-24 04:00:18,3953,125,148,3399,501,8,42,1,2,0
5550296508_10158374039691509,She'd previously been acquitted on smuggling charges after being found in possession of 1.1 kilos (2.4 lb) of crystal methamphetamine.,Malaysian court sentences Australian grandmother to death by hanging,link,https://cnn.it/2IFFALO,2018-05-24 03:30:05,2995,366,449,1433,28,1164,55,258,57,0
5550296508_10158373991461509,"Rep. Al Green says he's ready, willing and able to impeach President Donald J. Trump if Democrats take back the House majority in November, writes Chris Cillizza",This Democrat really wants to impeach Trump if his party wins in November,link,https://cnn.it/2GOhQQ8,2018-05-24 03:00:15,4180,1280,308,3004,688,16,415,8,49,0
5550296508_10158373943336509,Cereal companies are playing on customers' nostalgia by putting a new spin on fading childhood breakfast staples,Inside the last-ditch effort to save sugary cereals,link,https://cnn.it/2IK1iyB,2018-05-24 02:30:17,448,105,61,376,13,12,34,4,9,0
5550296508_10158373894751509,"Blue flames glow following the eruption of the Kilauea volcano in Hawaii.

Methane gas is produced when lava burns vegetation, which when ignited produces a blue flame. https://cnn.it/2GHZ10R",Blue flames burn during Kilauea eruption,video,https://www.facebook.com/cnn/videos/10158373894751509/,2018-05-24 02:00:57,1870,100,628,1056,27,624,3,156,4,0
5550296508_10158373863936509,This house is falling into a crack that opened up during volcanic eruptions in Hawaii. The couple who lives there evacuated earlier this month. https://cnn.it/2IFv1s8,House falling into crack formed during volcanic eruptions,video,https://www.facebook.com/cnn/videos/10158373863936509/,2018-05-24 01:31:02,5481,209,1888,3016,69,1432,8,946,10,0
5550296508_10158373832056509,This routine business trip turned into tense drama for four passengers and two crew members — all of whom survived,"Private jet crashes, almost splits in two at Honduras airport",link,https://cnn.it/2KPrqEN,2018-05-24 01:00:15,710,43,95,516,8,116,3,65,2,0
5550296508_10158373777071509,The gushes of lava from Hawaii's Kilauea volcano are a mesmerizing sight. Here's how Jordan Guzzardo braves danger to film them live.,What it's like to operate CNN's 'Lava Cam',link,https://cnn.it/2KLXZDp,2018-05-24 00:30:06,442,37,68,358,7,54,0,23,0,0
5550296508_10158373649031509,"Choe Son Hui, a vice-minister in the North Korean Foreign Ministry, has lashed out at Vice President Mike Pence and says Pyongyang is ready for a nuclear showdown if dialogue with the United States fails","North Korean official warns of nuclear showdown, calls Pence 'political dummy'",link,https://cnn.it/2GJcCFh,2018-05-23 23:30:13,2997,872,804,1557,44,438,819,71,68,0
5550296508_10158373597701509,"Milwaukee police have released body camera video of the arrest and tasing of NBA player Sterling Brown as the department's chief apologized for the incident. ""Black men shouldn't have to have their guard up and instantly be on the defensive when seeing a police officer, but it's our reality and a real problem,"" Brown said in a statement. https://cnn.it/2GLDZhK","Milwaukee police release video of arrest, tasing of NBA player Sterling Brown",video,https://www.facebook.com/cnn/videos/10158373597701509/,2018-05-23 23:01:18,12273,2575,13119,4358,101,1113,113,757,5831,0
5550296508_10158373533536509,President Donald J. Trump says he has asked Commerce Secretary Wilbur Ross to consider investigating whether automobile imports are hurting US national security,Trump suggests car imports may be the next target for tariffs,link,https://cnn.it/2GJnVxf,2018-05-23 22:30:09,1097,425,123,472,25,51,212,10,327,0
5550296508_10158372283106509,"The best brands and designers offered at up to 40% off

E-Commerce guide by CNN Underscored",CNN Underscored,link,https://www.cnn.com/2018/05/23/cnn-underscored/nordstrom-half-yearly-sale-shop/index.html?iid=underscoredfacebook&utm_campaign=facebook_underscored,2018-05-23 22:15:00,158,26,13,145,8,0,4,0,1,0
5550296508_10158373465246509,"""Impeachment is to me, divisive. ... If the facts are there, then this would have to be bipartisan to go forward. But if it is viewed as partisan, it will divide the country."" - House Democratic Leader Nancy Pelosi on whether Democrats should push for President Donald J Trump's impeachment https://cnn.it/2IFd9xz  #PelosiTownHall https://cnn.it/2s48F9C #PelosiTownHall",Pelosi responds to Democrats calling for Trump's impeachment,video,https://www.facebook.com/cnn/videos/10158373465246509/,2018-05-23 22:08:32,2281,1708,387,1657,75,39,252,24,234,0
5550296508_10158373396406509,"Special counsel Robert Mueller's team asked President Donald J. Trump's son-in-law about potential Russian collusion, contacts with foreign nationals and obstruction issues, Kushner's lawyer says","Investigators questioned Jared Kushner about potential Russian collusion, obstruction",link,https://cnn.it/2IFhPn7,2018-05-23 21:30:11,662,278,86,514,32,14,89,1,12,0
5550296508_10158373337686509,"“I wasn’t being as attentive as I should have been. ... It set me on fire,"" says Hawaii resident Darryl Clinton about the moment a flaming lava bomb struck his leg, nearly severing it. ""I thought I was going to die."" https://cnn.it/2GKnmmL",Man hit by flaming lava bomb in Hawaii,video,https://www.facebook.com/cnn/videos/10158373337686509/,2018-05-23 21:01:04,2205,211,589,1082,38,724,33,322,6,0
5550296508_10158373277831509,Milwaukee police have released footage from the January tasing and arrest of Milwaukee Bucks rookie Sterling Brown. Here's what it shows.,"Officers disciplined in arrest of NBA's Sterling Brown, police chief says",link,https://cnn.it/2IGbDv5,2018-05-23 20:30:07,1147,284,230,750,12,72,15,23,275,0
5550296508_10158373205736509,President Donald J. Trump's administration also wants more assurances that North Korea will abandon its nuclear program for the summit to go ahead,Trump administration wants more high-level talks with North Korea before summit,link,https://cnn.it/2GKT4A3,2018-05-23 20:00:09,601,279,71,358,12,23,192,3,13,0
5550296508_10158373139866509,"Blowing up carefully laid plans is, well, sort of President Donald J. Trump's thing, writes Chris Cillizza",Donald Trump just said something that will terrify congressional Republicans,link,https://cnn.it/2IIDJ96,2018-05-23 19:30:19,1318,409,111,635,14,64,437,16,152,0
5550296508_10158373052806509,"Chris Cuomo is here ahead of CNN’s Town Hall with Nancy Pelosi, airing at 9pm ET. The House Minority Leader is on a quest to be Speaker of the House again if Democrats win the majority this fall. Share your questions for Chris in the comments. https://cnn.it/2GHwSqH",Pelosi to join Chris Cuomo for CNN town hall,video,https://www.facebook.com/cnn/videos/10158373052806509/,2018-05-23 19:01:49,1222,1280,176,835,217,13,110,6,41,0
5550296508_10158373051891509,"This black man was pulled over and handcuffed for ""vegetation"" in his car window. He broadcast the encounter on Facebook Live. https://cnn.it/2GIYLyJ",Police in Kansas handcuff black motorist over 'vegetation' in his car window,video,https://www.facebook.com/cnn/videos/10158373051891509/,2018-05-23 19:01:15,7577,1366,2813,2060,46,782,95,366,4228,0
5550296508_10158372405556509,Revlon just got its first female CEO,CNNMoney,link,https://cnnmon.ie/2IFhCAp,2018-05-23 18:45:00,2156,91,151,1850,155,137,11,1,2,0
5550296508_10158372986371509,The couple that lives in the home evacuated earlier this month,This house is falling into a crack that opened up during volcanic eruptions in Hawaii,link,https://cnn.it/2GK8TqX,2018-05-23 18:30:09,1533,73,213,580,8,525,3,413,4,0
5550296508_10158372913851509,This is where US border patrol agents can stop you for immigration checks,Border Patrol agents can conduct immigration checks in more places than you think,link,https://cnn.it/2GJ0GmA,2018-05-23 18:00:41,6361,996,2785,3820,289,762,200,71,1219,0
5550296508_10158372852031509,These crosses represent each victim killed in the Santa Fe High School shooting. Retired carpenter Greg Zanis has been placing such memorials at scenes of mass murders for 20 years. https://cnn.it/2IIfjN6,These crosses represent each victim killed in Santa Fe shooting,video,https://www.facebook.com/cnn/videos/10158372852031509/,2018-05-23 17:31:16,7122,400,1807,2692,1027,49,10,3318,26,0
5550296508_10158372733686509,This 30-year-old's parents took him to court because he wouldn’t move out of their home. The judge ruled in the parents' favor and ordered him to leave. https://cnn.it/2IJb6Vp,"Judge sides with parents, rules 30-year-old son must move out",video,https://www.facebook.com/cnn/videos/10158372733686509/,2018-05-23 17:05:43,19954,7259,11672,7091,348,1911,9878,387,339,0
5550296508_10158372664866509,"""If anyone is on the field and is disrespectful to the anthem or the flag, there would be a fine from the league against the team."" NFL Commissioner Roger Goodell announces the new rules regarding players standing during the National Anthem before a game if they are on the field. https://cnn.it/2KOHVkt",Roger Goodell says NFL players must stand for National Anthem,video,https://www.facebook.com/cnn/videos/10158372664866509/,2018-05-23 16:30:57,18869,8194,5736,5169,1072,396,492,331,11409,0
5550296508_10158372490731509,This mom was convicted of duping her 17-year-old daughter into traveling to Pakistan on the pretext of a family holiday,CNN International,link,https://cnn.it/2GH9vNK,2018-05-23 16:15:00,1463,101,97,616,3,155,15,105,569,0
5550296508_10158372588781509,Trump's son-in-law has his White House security clearance restored after months of uncertainty stemming from his role in the Russia investigation,Jared Kushner's security clearance restored after meetings with Mueller team,link,https://cnn.it/2IHabc7,2018-05-23 16:02:07,2511,733,215,757,51,107,171,43,1382,0
5550296508_10158372510946509,CNN's Jake Tapper says President Donald J. Trump seems to be focused on propelling a counter-narrative to try to undermine special counsel Robert Mueller's investigation — a fable in which he is the victim and the law enforcement officials are the bad guys. https://cnn.it/2s40r15,Tapper: Trump focused on undermining Russia investigation,video,https://www.facebook.com/cnn/videos/10158372510946509/,2018-05-23 15:31:17,3352,1353,1185,2198,55,85,427,87,500,0
5550296508_10158372440891509,"Special counsel Robert Mueller's office appears ready to send George Papadopoulos to his sentencing and might be finished using his help in the Russia probe, according to a court filing",Mueller team indicates it is ready for Papadopoulos to be sentenced,link,https://cnn.it/2GJ83e6,2018-05-23 15:00:20,1865,317,264,1486,190,38,145,2,4,0
5550296508_10158372355326509,"She said her victory ""proved that no matter who you are, where you are from, or who you love -- in this state, you've got a fighting chance.""",Texas Dem who would be state's first lesbian and Latina governor wins primary,link,https://cnn.it/2IH1L4v,2018-05-23 14:28:17,12111,573,960,9666,2103,107,168,16,51,0
5550296508_10158372265821509,This high school math teacher just ousted an incumbent state lawmaker,High school teacher wins primary over Kentucky House GOP leader,link,https://cnn.it/2IEdmRI,2018-05-23 14:01:04,12713,245,486,10725,1524,125,332,4,3,0
5550296508_10158372178326509,"House Minority Leader Nancy Pelosi and others are holding a forum on gun violence prevention in Washington, DC.",Pelosi and others hold forum on gun violence prevention,video,https://www.facebook.com/cnn/videos/10158372178326509/,2018-05-23 13:40:40,2563,1833,677,1881,426,23,75,109,49,0
5550296508_10158372128181509,"JUST IN: President Donald J. Trump is in violation of the Constitution when he blocks users on Twitter, rules federal judge","Trump can't block users on Twitter, federal judge rules",link,https://cnn.it/2IFVcza,2018-05-23 13:26:23,39274,2571,5820,18507,2276,413,17924,27,127,0
5550296508_10158371940576509,"President Trump is participating in a roundtable discussion about immigration in Long Island, New York.",President Trump participates in immigration roundtable,video,https://www.facebook.com/cnn/videos/10158371940576509/,2018-05-23 13:04:24,3352,5416,534,1203,301,54,184,55,1555,0
5550296508_10158372043816509,"""Attacks on the FBI and lying about its work will do lasting damage to our country. How will Republicans explain this to their grandchildren?""",James Comey pushes back on Trump's spying claims,link,https://cnn.it/2IFHw79,2018-05-23 13:03:08,4423,1009,695,3715,341,35,208,66,58,0
5550296508_10158371988131509,"""Oh, you're not allowed today,"" a uniformed security guard told a CNN reporter. ""They ain't doing the CNN stuff. What's this, the press?""","For second consecutive day, EPA blocks journalists: ""Oh, you're not allowed today""",link,https://cnn.it/2GKoqqA,2018-05-23 12:46:08,11433,1714,2994,1559,88,966,286,148,8386,0
5550296508_10158371944281509,It took just five days. Analysis by Chris Cillizza.,Trump turned a rumor into a full-blown government conspiracy in just 5 days,link,https://cnn.it/2IFUy4L,2018-05-23 12:30:08,4992,1521,1159,1305,40,198,636,150,2663,0
5550296508_10158371881836509,Team owners unanimously agreed that the NFL can fine a team whose players protests on the sidelines during the National Anthem,NFL owners say players must stand for the National Anthem,link,https://cnn.it/2GIadL3,2018-05-23 12:14:04,18115,3839,3796,6632,1334,374,343,288,9144,0
5550296508_10158371843221509,"""I did a great service to this country by firing James Comey,"" says President Donald J. Trump. ""A lot people have said it."" https://cnn.it/2IHxAdq",Trump says he did country a great service by firing James Comey,video,https://www.facebook.com/cnn/videos/10158371843221509/,2018-05-23 12:03:20,10277,4948,1368,2702,301,171,2591,122,4389,1
5550296508_10158371762851509,"""Make sure you pet the cat behind his ears he likes it there... Text my friends good morning/good night every day if they are still alive.""",What kids want you to know -- just in case they die in a school shooting,link,https://cnn.it/2IFjCbN,2018-05-23 11:30:20,3965,316,1112,951,77,40,32,2822,43,0
5550296508_10158371689991509,"""It is just the dress. Excuse me while I go burn it,"" she tweeted in response",Stop asking Savannah Guthrie if she's pregnant,link,https://cnn.it/2GIzAMx,2018-05-23 11:00:15,1136,119,36,768,30,12,317,8,1,0
5550296508_10158371617591509,"What if a digital twin could go to work for you? Meet Cora — the digital version of an actual human. She’s consistent, never sleeps, and is able to answer questions 24/7. https://cnn.it/2GHVZte",What if a digital twin could go to work for you?,video,https://www.facebook.com/cnn/videos/10158371617591509/,2018-05-23 10:31:32,588,163,320,439,19,101,15,4,10,0
5550296508_10158371544611509,President Donald J. Trump is in campaign mode -- he seemed to make a new pledge to cut taxes before November | Analysis by Z. Byron Wolf,Trump wants to cut taxes. Again. Even though he just cut taxes.,link,https://cnn.it/2KOMwCS,2018-05-23 10:00:24,2835,1259,419,1183,133,104,504,36,875,0
5550296508_10158371493971509,The search for flight MH370 will come to a close on May 29 after more than four years and little sign of what happened to the ill-fated plane,MH370 search to end on May 29 after four years,link,https://cnn.it/2IBF69w,2018-05-23 09:30:11,2518,218,455,1442,13,184,4,864,11,0
5550296508_10158371416661509,An imposter beetle. A rare great ape. A giant tree.,Meet the top 10 new species of 2018,link,https://cnn.it/2KNggA5,2018-05-23 09:00:11,762,52,106,689,43,24,5,1,0,0
5550296508_10158371358121509,"At least 20,000 people still live in the dark following the worst blackout in US history","The Army Corps is leaving, hurricane season approaching and 20,000 are still without power in Puerto Rico",link,https://cnn.it/2GJdz07,2018-05-23 08:38:05,1922,204,465,607,9,84,11,373,838,0
5550296508_10158371342606509,We're watching the markets live after Congress approved a bill aimed at loosening regulations for thousands of banks.,CNNMoney,video,https://www.facebook.com/cnnmoney/videos/10155653775413067/,2018-05-23 08:31:12,248,81,76,116,2,10,32,9,79,0
5550296508_10158371261641509,"The bill gives terminally ill patients the right to seek drug treatments that remain in clinical trials, but have not been fully approved. President Donald J. Trump has expressed his support and is expected to sign the measure into law.",'Right-to-try' bill passes Congress,link,https://cnn.it/2GJfodw,2018-05-23 08:01:55,1760,135,284,1533,157,55,7,1,7,0
5550296508_10158371201531509,We're watching Hawaii's Kilauea volcano spew lava into the air three weeks after the eruption began. https://cnn.it/2IKKKm1,Lava gushes from Hawaii's Kilauea volcano,video,https://www.facebook.com/cnn/videos/10158371201531509/,2018-05-23 07:36:42,12925,3180,4095,5891,344,4642,52,1951,45,0
